stock,window_size,z_threshold,min_duration,start_date,end_date,peak_date,max_zscore,price_change,avg_volume_ratio,detect_params,params_count
2440,20,2,2,2024-12-12 00:00:00+08:00,2024-12-18 00:00:00+08:00,2024-12-12 00:00:00+08:00,2.7385167151743453,0,5.0351180400890865,"[{'window_size': 20, 'z_threshold': 2.0, 'min_duration': 2}, {'window_size': 30, 'z_threshold': 2.0, 'min_duration': 2}]",2
2458,20,2,2,2023-10-19 00:00:00+08:00,2023-10-20 00:00:00+08:00,2023-10-20 00:00:00+08:00,3.433903629907563,-0.030927862,10.522513440860216,"[{'window_size': 20, 'z_threshold': 2.0, 'min_duration': 2}, {'window_size': 20, 'z_threshold': 2.3, 'min_duration': 2}, {'window_size': 30, 'z_threshold': 2.0, 'min_duration': 2}, {'window_size': 30, 'z_threshold': 2.3, 'min_duration': 2}, {'window_size': 30, 'z_threshold': 2.5, 'min_duration': 2}, {'window_size': 60, 'z_threshold': 2.0, 'min_duration': 2}]",6
2458,60,2,2,2023-11-29 00:00:00+08:00,2023-12-05 00:00:00+08:00,2023-11-30 00:00:00+08:00,6.469799842,0.097826067,2.343208062962526,"[{'window_size': 60, 'z_threshold': 2.0, 'min_duration': 2}, {'window_size': 60, 'z_threshold': 2.0, 'min_duration': 3}, {'window_size': 60, 'z_threshold': 2.3, 'min_duration': 2}, {'window_size': 60, 'z_threshold': 2.3, 'min_duration': 3}, {'window_size': 60, 'z_threshold': 2.5, 'min_duration': 2}, {'window_size': 60, 'z_threshold': 2.5, 'min_duration': 3}]",6
2458,30,2,2,2024-10-04 00:00:00+08:00,2024-10-08 00:00:00+08:00,2024-10-08 00:00:00+08:00,3.320665945026678,0.06030145,4.638662772634064,"[{'window_size': 30, 'z_threshold': 2.0, 'min_duration': 2}, {'window_size': 30, 'z_threshold': 2.0, 'min_duration': 3}, {'window_size': 30, 'z_threshold': 2.3, 'min_duration': 2}, {'window_size': 30, 'z_threshold': 2.3, 'min_duration': 3}, {'window_size': 30, 'z_threshold': 2.5, 'min_duration': 2}, {'window_size': 30, 'z_threshold': 2.5, 'min_duration': 3}]",6
2479,20,2,2,2024-09-04 00:00:00+08:00,2024-09-09 00:00:00+08:00,2024-09-05 00:00:00+08:00,2.3733897345151473,-0.073386344,2.432512090342088,"[{'window_size': 20, 'z_threshold': 2.0, 'min_duration': 2}, {'window_size': 20, 'z_threshold': 2.0, 'min_duration': 3}, {'window_size': 30, 'z_threshold': 2.0, 'min_duration': 2}]",3
2479,20,2,2,2024-12-02 00:00:00+08:00,2024-12-10 00:00:00+08:00,2024-12-03 00:00:00+08:00,3.233079487915564,0.053368915,3.7743261723345487,"[{'window_size': 20, 'z_threshold': 2.0, 'min_duration': 2}, {'window_size': 30, 'z_threshold': 2.0, 'min_duration': 2}, {'window_size': 30, 'z_threshold': 2.0, 'min_duration': 3}, {'window_size': 30, 'z_threshold': 2.3, 'min_duration': 2}, {'window_size': 30, 'z_threshold': 2.3, 'min_duration': 3}, {'window_size': 30, 'z_threshold': 2.5, 'min_duration': 2}, {'window_size': 60, 'z_threshold': 2.0, 'min_duration': 2}, {'window_size': 60, 'z_threshold': 2.0, 'min_duration': 3}]",8
2498,20,2,2,2024-03-07 00:00:00+08:00,2024-03-08 00:00:00+08:00,2024-03-07 00:00:00+08:00,3.7657249266928368,-0.042735042,6.557303388347087,"[{'window_size': 20, 'z_threshold': 2.0, 'min_duration': 2}]",1
2498,30,2,2,2024-03-20 00:00:00+08:00,2024-03-21 00:00:00+08:00,2024-03-20 00:00:00+08:00,2.7628040753137695,0.015719505438088754,2.1405242730613434,"[{'window_size': 30, 'z_threshold': 2.0, 'min_duration': 2}, {'window_size': 30, 'z_threshold': 2.3, 'min_duration': 2}, {'window_size': 30, 'z_threshold': 2.5, 'min_duration': 2}]",3
2498,20,2,2,2024-05-20 00:00:00+08:00,2024-05-24 00:00:00+08:00,2024-05-20 00:00:00+08:00,5.759357259436198,0.10288065843621408,6.779550585275272,"[{'window_size': 20, 'z_threshold': 2.0, 'min_duration': 2}, {'window_size': 20, 'z_threshold': 2.0, 'min_duration': 3}, {'window_size': 20, 'z_threshold': 2.3, 'min_duration': 2}, {'window_size': 20, 'z_threshold': 2.3, 'min_duration': 3}, {'window_size': 20, 'z_threshold': 2.5, 'min_duration': 2}, {'window_size': 30, 'z_threshold': 2.0, 'min_duration': 2}, {'window_size': 30, 'z_threshold': 2.0, 'min_duration': 3}, {'window_size': 30, 'z_threshold': 2.3, 'min_duration': 2}, {'window_size': 30, 'z_threshold': 2.3, 'min_duration': 3}, {'window_size': 30, 'z_threshold': 2.5, 'min_duration': 2}, {'window_size': 30, 'z_threshold': 2.5, 'min_duration': 3}, {'window_size': 60, 'z_threshold': 2.0, 'min_duration': 2}, {'window_size': 60, 'z_threshold': 2.0, 'min_duration': 3}, {'window_size': 60, 'z_threshold': 2.3, 'min_duration': 2}, {'window_size': 60, 'z_threshold': 2.3, 'min_duration': 3}, {'window_size': 60, 'z_threshold': 2.5, 'min_duration': 2}, {'window_size': 60, 'z_threshold': 2.5, 'min_duration': 3}]",17
2498,60,2,2,2024-06-06 00:00:00+08:00,2024-06-12 00:00:00+08:00,2024-06-11 00:00:00+08:00,3.3625166063023544,0.10803328783170696,11.171810264460857,"[{'window_size': 60, 'z_threshold': 2.0, 'min_duration': 2}, {'window_size': 60, 'z_threshold': 2.0, 'min_duration': 3}, {'window_size': 60, 'z_threshold': 2.3, 'min_duration': 2}, {'window_size': 60, 'z_threshold': 2.3, 'min_duration': 3}, {'window_size': 60, 'z_threshold': 2.5, 'min_duration': 2}]",5
2498,20,2,2,2024-07-05 00:00:00+08:00,2024-07-10 00:00:00+08:00,2024-07-05 00:00:00+08:00,3.4832414202252684,-0.032459453,10.645151363366924,"[{'window_size': 20, 'z_threshold': 2.0, 'min_duration': 2}, {'window_size': 30, 'z_threshold': 2.0, 'min_duration': 2}, {'window_size': 30, 'z_threshold': 2.0, 'min_duration': 3}, {'window_size': 30, 'z_threshold': 2.3, 'min_duration': 2}, {'window_size': 30, 'z_threshold': 2.3, 'min_duration': 3}, {'window_size': 30, 'z_threshold': 2.5, 'min_duration': 2}, {'window_size': 60, 'z_threshold': 2.0, 'min_duration': 2}, {'window_size': 60, 'z_threshold': 2.0, 'min_duration': 3}, {'window_size': 60, 'z_threshold': 2.3, 'min_duration': 2}]",9
2498,30,2,2,2024-08-22 00:00:00+08:00,2024-08-23 00:00:00+08:00,2024-08-22 00:00:00+08:00,2.9452496256841627,0,2.2006359865065863,"[{'window_size': 30, 'z_threshold': 2.0, 'min_duration': 2}, {'window_size': 30, 'z_threshold': 2.3, 'min_duration': 2}, {'window_size': 30, 'z_threshold': 2.5, 'min_duration': 2}]",3
