Price,Stock Code,Stock Name,Close,High,Low,Open,Volume
Ticker,,,6186.HK,6186.HK,6186.HK,6186.HK,6186.HK
Date,,,,,,,
2020-01-02,6186.HK,中国飞鹤,6.648256301879883,6.956794212947542,6.618871772282127,6.7437561982182,8560200
2020-01-03,6186.HK,中国飞鹤,6.464602947235107,6.69233288106879,6.369103048969142,6.6702946585712475,13823000
2020-01-06,6186.HK,中国飞鹤,6.61152458190918,6.67029363325734,6.46460195353878,6.574793749670992,6163000
2020-01-07,6186.HK,中国飞鹤,6.61152458190918,6.8612934004300365,6.61152458190918,6.67029363325734,4982000
2020-01-08,6186.HK,中国飞鹤,6.530717849731445,6.655602269285203,6.508678928222609,6.611525126849942,3795000
2020-01-09,6186.HK,中国飞鹤,6.993525505065918,7.1037173230806046,6.633564118347457,6.633564118347457,11171000
2020-01-10,6186.HK,中国飞鹤,7.346138954162598,7.390216096143831,7.022909148435701,7.037601062041176,12327000
2020-01-13,6186.HK,中国飞鹤,7.713446140289307,7.889753312498994,7.346139181227911,7.478369910676389,12924000
2020-01-14,6186.HK,中国飞鹤,7.419600963592529,8.036676075501504,7.3755238195935275,7.742830784116277,7840570
2020-01-15,6186.HK,中国飞鹤,7.713446140289307,7.772215197692535,7.360831795869931,7.4196008532731605,4886000
2020-01-16,6186.HK,中国飞鹤,8.066061973571777,8.095447208279852,7.71344756406555,7.8603702346931446,11906934
2020-01-17,6186.HK,中国飞鹤,8.007292747497559,8.374599767118227,7.919139146858503,8.15421611581186,11553874
2020-01-20,6186.HK,中国飞鹤,7.684061527252197,8.154214681900347,7.684061527252197,8.007291339422387,8134612
2020-01-21,6186.HK,中国飞鹤,7.250639915466309,7.933831142648517,7.059640112080371,7.684062276771903,18338934
2020-01-22,6186.HK,中国飞鹤,7.595909118652344,7.595909118652344,7.309409397143015,7.331447621695263,12366743
2020-01-23,6186.HK,中国飞鹤,7.346138954162598,7.522446120922723,7.184523701007947,7.522446120922723,15811000
2020-01-24,6186.HK,中国飞鹤,7.360830307006836,7.404906740852777,7.2579841270625005,7.346137695336666,3366000
2020-01-29,6186.HK,中国飞鹤,6.905370235443115,7.346138846463908,6.7143711578776735,7.081678100200869,29593734
2020-01-30,6186.HK,中国飞鹤,6.773139953613281,6.942100804341723,6.567447569358179,6.942100804341723,14555268
2020-01-31,6186.HK,中国飞鹤,6.875986576080322,7.044948155180938,6.677641166490232,6.831910129763628,9042000
2020-02-03,6186.HK,中国飞鹤,7.044948101043701,7.074332631889852,6.729063869010727,6.875986523241479,8958047
2020-02-04,6186.HK,中国飞鹤,7.3902153968811035,7.44898444690708,6.978831346116929,6.978831346116929,12623715
2020-02-05,6186.HK,中国飞鹤,7.654676914215088,7.8309840825398425,7.404908075463813,7.448985217836206,8229196
2020-02-06,6186.HK,中国飞鹤,7.713446140289307,7.728138754931327,7.566523496781233,7.713446140289307,5635357
2020-02-07,6186.HK,中国飞鹤,7.713446140289307,7.713446140289307,7.4930618247359835,7.713446140289307,5707463
2020-02-10,6186.HK,中国飞鹤,7.87506103515625,8.227675363309231,7.595907675077276,7.713445784461603,11489705
2020-02-11,6186.HK,中国飞鹤,8.007292747497559,8.139523498747412,7.889754613312151,7.919139146858503,7673057
2020-02-12,6186.HK,中国飞鹤,7.87506103515625,8.154214395235224,7.713445784461603,8.124829867889142,4890186
2020-02-13,6186.HK,中国飞鹤,7.7281389236450195,7.904446099703685,7.639984635033246,7.875061570360574,7278585
2020-02-14,6186.HK,中国飞鹤,7.7281389236450195,7.7575234529881305,7.478370073937357,7.713446308682244,6960106
2020-02-17,6186.HK,中国飞鹤,7.7281389236450195,7.845677041017463,7.6252927206529115,7.7428308380253545,5537683
2020-02-18,6186.HK,中国飞鹤,7.9338297843933105,8.066059802068581,7.625291908847067,7.71344548749137,9170915
2020-02-19,6186.HK,中国飞鹤,7.948522090911865,8.11013734338932,7.860368507901182,7.933830177367953,6910742
2020-02-20,6186.HK,中国飞鹤,8.697830200195312,8.697830200195312,7.992600705569138,8.066061687990752,18130568
2020-02-21,6186.HK,中国飞鹤,8.88882827758789,9.035750914287197,8.550905862888293,8.697828499587597,14324271
2020-02-24,6186.HK,中国飞鹤,8.771288871765137,9.021057687477011,8.521520756635608,8.88882767372193,12322238
2020-02-25,6186.HK,中国飞鹤,8.771288871765137,8.88882767372193,8.301136466267346,8.594981719703465,9376188
2020-02-26,6186.HK,中国飞鹤,8.477444648742676,8.830059696307904,8.41867559091221,8.69782896589814,6553209
2020-02-27,6186.HK,中国飞鹤,8.800673484802246,8.815366097911628,8.521520841547515,8.521520841547515,5703118
2020-02-28,6186.HK,中国飞鹤,8.433367729187012,8.756598256426537,8.403983199490913,8.477444874022384,9317760
2020-03-02,6186.HK,中国飞鹤,8.345213890075684,8.668444407631206,8.315829361259947,8.477444620037708,8175786
2020-03-03,6186.HK,中国飞鹤,8.609675407409668,8.859444254300113,8.43336753275719,8.492137291362972,6043291
2020-03-04,6186.HK,中国飞鹤,8.609675407409668,8.815367110491385,8.462752762351299,8.594982792612614,11812726
2020-03-05,6186.HK,中国飞鹤,8.668445587158203,8.874137316857103,8.609676521529947,8.741906568902262,18004592
2020-03-06,6186.HK,中国飞鹤,8.492138862609863,8.68313798623389,8.080754679748175,8.668446069300918,7589134
2020-03-09,6186.HK,中国飞鹤,8.56559944152832,8.991675521082103,8.227676961132302,8.286446027237476,48278842
2020-03-10,6186.HK,中国飞鹤,9.109212875366211,9.432443411923334,8.536214179483546,8.536214179483546,47107362
2020-03-11,6186.HK,中国飞鹤,9.696904182434082,10.225826432554477,9.256136224485811,9.344289816075465,58961819
2020-03-12,6186.HK,中国飞鹤,9.28551959991455,10.211132546752648,9.256135073040046,9.74098011676057,42739218
2020-03-13,6186.HK,中国飞鹤,9.329595565795898,9.432441754921113,8.580289818285284,8.594981730684689,49111882
2020-03-16,6186.HK,中国飞鹤,8.56559944152832,9.549982349663793,8.536214908475733,9.329598001478123,25244276
2020-03-17,6186.HK,中国飞鹤,8.727213859558105,8.932905570561404,7.948522759886208,8.389291412618597,35460172
2020-03-18,6186.HK,中国飞鹤,8.433367729187012,9.167981672171905,7.992599783745544,8.727213726730438,28195443
2020-03-19,6186.HK,中国飞鹤,8.080755233764648,8.800676727402209,7.551832876846014,8.33052414399241,30112646
2020-03-20,6186.HK,中国飞鹤,9.182674407958984,9.182674407958984,8.330522334993585,8.330522334993585,27470088
2020-03-23,6186.HK,中国飞鹤,9.094520568847656,9.432443005836848,8.624367399815863,8.888828863901065,18725422
2020-03-24,6186.HK,中国飞鹤,9.917287826538086,10.12297952603654,9.623442541540296,9.990749498078744,36440203
2020-03-25,6186.HK,中国飞鹤,10.06421184539795,10.593134131310718,9.564674792586045,10.284596189576813,33155202
2020-03-26,6186.HK,中国飞鹤,9.976058959960938,10.1817507022722,9.843828203898127,10.12298163304041,16679024
2020-03-27,6186.HK,中国飞鹤,9.608749389648438,10.284594207930457,9.549980335935425,10.06420990621547,16447442
2020-03-30,6186.HK,中国飞鹤,9.38836669921875,9.770366314496673,9.314905719760882,9.53528935871699,23003213
2020-03-31,6186.HK,中国飞鹤,10.211132049560547,10.284593713461065,9.329595585666068,9.623441540685793,29576800
2020-04-01,6186.HK,中国飞鹤,9.990750312805176,10.284595621765483,9.785057895950482,10.19644202907739,14012954
2020-04-02,6186.HK,中国飞鹤,10.137673377990723,10.137673377990723,9.711597312445509,9.88790450496439,8062767
2020-04-03,6186.HK,中国飞鹤,9.549981117248535,10.181748846641453,9.461827529466904,10.049518815260225,16507344
2020-04-06,6186.HK,中国飞鹤,9.358981132507324,9.682211648246726,9.065135846000981,9.594058062294824,16372849
